Date,USDT,Total
2023-09-13,83001549694.0,124241992167.0
2023-09-14,83006535445.0,124256675900.0
2023-09-15,83019048237.0,124226815853.0
2023-09-16,83019048236.0,124099088484.0
2023-09-17,83019048236.0,124198370671.0
2023-09-18,83019048236.0,124222350734.0
2023-09-19,83041508687.0,124164631568.0
2023-09-20,83222641103.0,124279356254.0
2023-09-21,83160240300.0,124265717840.0
2023-09-22,83076676547.0,124191279001.0
2023-09-23,83178483701.0,124273843773.0
2023-09-24,83180866470.0,124286945359.0
2023-09-25,83180866470.0,124331836604.0
2023-09-26,83185008082.0,124112119329.0
2023-09-27,83202933855.0,124003664158.0
2023-09-28,83248340765.0,123928346644.0
2023-09-29,83253698407.0,124116290695.0
2023-09-30,83160754105.0,123671535583.0
2023-10-01,83232172676.0,123786571541.0
2023-10-02,83220106101.0,123817471351.0
2023-10-03,83317986709.0,123990220078.0
2023-10-04,83342217736.0,123838525830.0
2023-10-05,83344022138.0,123704593115.0
2023-10-06,83463049860.0,123885975071.0
2023-10-07,83496479909.0,124142995500.0
2023-10-08,83451566842.0,124131655652.0
2023-10-09,83535018409.0,124196231043.0
2023-10-10,83555541131.0,124244798819.0
2023-10-11,83475174845.0,123940704959.0
2023-10-12,83489452588.0,123707191014.0
2023-10-13,83444883298.0,123492497653.0
2023-10-14,83493443404.0,123490660609.0
2023-10-15,83501125784.0,123543235298.0
2023-10-16,83503204953.0,123612134648.0
2023-10-17,83502236079.0,123676041695.0
2023-10-18,83658558996.0,123867607847.0
2023-10-19,83875799695.0,124087096120.0
2023-10-20,83902581464.0,124681242546.0
2023-10-21,84214389454.0,124580787883.0
2023-10-22,84131359672.0,124553696352.0
2023-10-23,84142359672.0,124518197374.0
2023-10-24,84432650361.0,124811782633.0
2023-10-25,84180828367.0,124041806047.0
2023-10-26,84453054592.0,124442261743.0
2023-10-27,84487655718.0,124436245242.0
2023-10-28,84515238111.0,124163562809.0
2023-10-29,84515238111.0,124176742969.0
2023-10-30,84599753349.0,124298939838.0
2023-10-31,84649163106.0,124100494231.0
2023-11-01,84767046575.0,123994990682.0
2023-11-02,84934312447.0,124262066902.0
2023-11-03,85137597197.0,124148625392.0
2023-11-04,85415214029.0,124526210689.0
2023-11-05,85425224028.0,124679641548.0
2023-11-06,85453352126.0,124745114331.0
2023-11-07,85712109690.0,124786798740.0
2023-11-08,86145267070.0,125126413730.0
2023-11-09,86236089163.0,125079916342.0
2023-11-10,86489374731.0,125210602333.0
2023-11-11,86738442408.0,125498633730.0
2023-11-12,86757241924.0,125557045561.0
2023-11-13,86754712796.0,125569715718.0
2023-11-14,87136449207.0,125730181534.0
2023-11-15,87258995824.0,125585247255.0
2023-11-16,87364348945.0,125915403573.0
2023-11-17,87589526057.0,126247512873.0
2023-11-18,87650408687.0,126433260773.0
2023-11-19,87753374396.0,126595599850.0
2023-11-20,87688283686.0,126583154285.0
2023-11-21,88087213780.0,127051185395.0
2023-11-22,88369058838.0,127137708091.0
2023-11-23,88438827710.0,127163913951.0
2023-11-24,88486990065.0,127153225396.0
2023-11-25,88772134256.0,127784796701.0
2023-11-26,88789651756.0,127764670020.0
2023-11-27,88755950804.0,127734036246.0
2023-11-28,88897224190.0,127572073055.0
2023-11-29,89140885871.0,127867921464.0
2023-11-30,89343105329.0,127947609693.0
2023-12-01,89317080453.0,128044560081.0
2023-12-02,89499174101.0,128205967596.0
2023-12-03,89569124098.0,128271376032.0
2023-12-04,89709343821.0,128391571788.0
2023-12-05,89771965681.0,128200817198.0
2023-12-06,90095805311.0,128477174044.0
2023-12-07,90040209002.0,128504496191.0
2023-12-08,90228000442.0,128489848181.0
2023-12-09,90307767897.0,128675100265.0
2023-12-10,90561569096.0,128999079838.0
2023-12-11,90501094898.0,128966207420.0
2023-12-12,90788011889.0,128766026538.0
2023-12-13,90528056603.0,128124647730.0
2023-12-14,90565337799.0,128547059625.0
2023-12-15,90750575813.0,128808911427.0
2023-12-16,90757848534.0,129052771378.0
2023-12-17,90814015237.0,129209866107.0
2023-12-18,90789021963.0,129164747827.0
2023-12-19,90706337371.0,129117004244.0
2023-12-20,90852195037.0,129565754679.0
2023-12-21,90997478400.0,129915080613.0
2023-12-22,91042674797.0,129898379876.0
2023-12-23,91166134358.0,130245518865.0
2023-12-24,91324167292.0,130413469278.0
2023-12-25,91276455285.0,130352980623.0
2023-12-26,91298065200.0,130314099671.0
2023-12-27,91315534130.0,130002554879.0
2023-12-28,91518442108.0,130457739591.0
2023-12-29,91497677422.0,130277806151.0
2023-12-30,91743380100.0,130373198049.0
2023-12-31,91768770464.0,130275014493.0
2024-01-01,91665918562.0,130009537492.0
2024-01-02,91957173752.0,130533494916.0
2024-01-03,92020117112.0,130666279301.0
2024-01-04,92356526357.0,131204458186.0
2024-01-05,92873224702.0,131892013027.0
2024-01-06,93320401318.0,132305017373.0
2024-01-07,93621529319.0,132682424305.0
2024-01-08,93585145320.0,132610023940.0
2024-01-09,94057456783.0,132887656201.0
2024-01-10,94228636696.0,132853555269.0
2024-01-11,94685834131.0,133316057365.0
2024-01-12,94980329573.0,133635371353.0
2024-01-13,94942211254.0,132986279964.0
2024-01-14,94959118221.0,133622000939.0
2024-01-15,95077941897.0,133782217037.0
2024-01-16,95014535787.0,133467228274.0
2024-01-17,95068943281.0,133440882366.0
2024-01-18,95040194578.0,133971720540.0
2024-01-19,94924423335.0,133318755921.0
2024-01-20,94907011924.0,132944861447.0
2024-01-21,94845722752.0,133029852274.0
2024-01-22,94791054938.0,133431291024.0
2024-01-23,94865026114.0,133603145750.0
2024-01-24,95659508140.0,134396125263.0
2024-01-25,95512228464.0,134234120550.0
2024-01-26,95543581705.0,134422711046.0
2024-01-27,95967218711.0,134645108372.0
2024-01-28,95969099987.0,134718281610.0
2024-01-29,96019704040.0,134779149569.0
2024-01-30,96040095474.0,135101672253.0
2024-01-31,96140512112.0,134914621265.0
2024-02-01,96000234428.0,134949559978.0
2024-02-02,96305147414.0,135321007377.0
2024-02-03,96202494292.0,135295450204.0
2024-02-04,96135237584.0,135253141224.0
2024-02-05,96181869124.0,135330334335.0
2024-02-06,96064849275.0,135174564248.0
2024-02-07,96080918392.0,135515590782.0
2024-02-08,96269428997.0,135836864897.0
2024-02-09,96289571761.0,136134013207.0
2024-02-10,96208378383.0,136358964267.0
2024-02-11,96425207261.0,136629803945.0
2024-02-12,96558720640.0,136858506165.0
2024-02-13,96637770433.0,136453562354.0
2024-02-14,96787758381.0,136638350527.0
2024-02-15,97336247917.0,137599528654.0
2024-02-16,97304868931.0,137431425291.0
2024-02-17,97634647604.0,137787161481.0
2024-02-18,97742174104.0,137975412867.0
2024-02-19,97664260351.0,137870938641.0
2024-02-20,97666842000.0,137876864938.0
2024-02-21,97787711855.0,137976488209.0
2024-02-22,97712632144.0,138006791207.0
2024-02-23,97751167575.0,138367023427.0
2024-02-24,97897857760.0,138986951043.0
2024-02-25,97836769496.0,138745136061.0
2024-02-26,97888948753.0,138859175419.0
2024-02-27,98076466747.0,139313373236.0
2024-02-28,98378060190.0,139891817464.0
2024-02-29,98654376826.0,140366025946.0
2024-03-01,98932984696.0,140874111411.0
2024-03-02,99272633719.0,141309649405.0
2024-03-03,99422260259.0,141403507315.0
2024-03-04,99724901849.0,141791252327.0
2024-03-05,100238894972.0,141940331800.0
2024-03-06,100534835759.0,142189882282.0
2024-03-07,100622511924.0,142419009700.0
2024-03-08,101241417082.0,142940959174.0
2024-03-09,101789628700.0,144227559662.0
2024-03-10,102016381296.0,144520643714.0
2024-03-11,102012255784.0,144659561849.0
2024-03-12,102367141199.0,145399605387.0
2024-03-13,102759639775.0,145647153062.0
2024-03-14,103227274219.0,146661226359.0
2024-03-15,103463082823.0,146933160110.0
2024-03-16,103514693506.0,146704794263.0
2024-03-17,103506480428.0,146833582048.0
2024-03-18,103368853847.0,146501070602.0
2024-03-19,103656755951.0,147334550829.0
2024-03-20,104078947607.0,147588515793.0
2024-03-21,103892152366.0,147076036064.0
2024-03-22,104146152650.0,147872608433.0
2024-03-23,103950511982.0,147965276891.0
2024-03-24,104101505605.0,148300012678.0
2024-03-25,103871776944.0,148128185161.0
2024-03-26,104231823342.0,149463192355.0
2024-03-27,104350179944.0,149756175203.0
2024-03-28,104542722577.0,149719387362.0
2024-03-29,104488442732.0,149967732457.0
2024-03-30,104467632908.0,150161995470.0
2024-03-31,104593960679.0,150399880273.0
2024-04-01,104430769909.0,150140764829.0
2024-04-02,104583887620.0,150558301368.0
2024-04-03,105162325065.0,151202687818.0
2024-04-04,106235038539.0,152583554762.0
2024-04-05,106577367562.0,153463310035.0
2024-04-06,106897421348.0,154467424744.0
2024-04-07,106876390717.0,154594968236.0
2024-04-08,106813371160.0,154369002633.0
2024-04-09,106940561216.0,154394441728.0
2024-04-10,107111455988.0,154183658036.0
2024-04-11,107193158226.0,153890821426.0
2024-04-12,107384743432.0,154481614642.0
2024-04-13,107437724782.0,154673852798.0
2024-04-14,107634212916.0,155276236997.0
2024-04-15,107695174387.0,155308031330.0
2024-04-16,108172906462.0,155850178160.0
2024-04-17,108850326877.0,156844179209.0
2024-04-18,109037057960.0,154553610700.0
2024-04-19,109626703875.0,157784199807.0
2024-04-20,109818107184.0,156459195020.0
2024-04-21,109834873894.0,156572258382.0
2024-04-22,109770538268.0,158748330372.0
2024-04-23,110176193831.0,159201453011.0
2024-04-24,110322541426.0,159236870427.0
2024-04-25,110356203973.0,159776959967.0
2024-04-26,110338434563.0,159812185835.0
2024-04-27,110235570648.0,159602166257.0
2024-04-28,110245517579.0,159779725245.0
2024-04-29,110265964617.0,159771704825.0
2024-04-30,110324811294.0,159494714375.0
2024-05-01,110376575387.0,159650233318.0
2024-05-02,110209255303.0,159282663703.0
2024-05-03,110314646299.0,159338586288.0
2024-05-04,110613549804.0,159987331210.0
2024-05-05,110745496055.0,160199002606.0
2024-05-06,110636188433.0,160397982326.0
2024-05-07,110932445060.0,160218094866.0
2024-05-08,110782806360.0,159959718456.0
2024-05-09,110741959662.0,159854295049.0
2024-05-10,110736343640.0,159901035728.0
2024-05-11,110519575313.0,159688546524.0
2024-05-12,110603634065.0,159820340908.0
2024-05-13,110573815188.0,159775001377.0
2024-05-14,110595556329.0,159990638894.0
2024-05-15,110662498986.0,159640733655.0
2024-05-16,110717237401.0,160218304171.0
2024-05-17,110899115803.0,160357409980.0
2024-05-18,111016525058.0,160514840608.0
2024-05-19,111124893148.0,160946757117.0
2024-05-20,111128449259.0,160899111711.0
2024-05-21,111052418306.0,160593886129.0
2024-05-22,111409831620.0,160674434817.0
2024-05-23,111427321786.0,160623146072.0
2024-05-24,111572269413.0,160426570280.0
2024-05-25,111550949298.0,160862526097.0
2024-05-26,111588108133.0,160858385084.0
2024-05-27,111560113627.0,160560711422.0
2024-05-28,111500832530.0,160480528243.0
2024-05-29,111440850787.0,160113729028.0
2024-05-30,111469246211.0,159775222464.0
2024-05-31,111547940808.0,160192050226.0
2024-06-01,111670666791.0,160312572699.0
2024-06-02,111742411880.0,160365607024.0
2024-06-03,111768176445.0,160269623134.0
2024-06-04,112253386803.0,160458133330.0
2024-06-05,112246152774.0,160734726847.0
2024-06-06,112315084780.0,160817911290.0
2024-06-07,112350781269.0,161051664674.0
2024-06-08,112364113019.0,161355775395.0
2024-06-09,112352062755.0,161530681162.0
2024-06-10,112352057250.0,161449826464.0
2024-06-11,112400182740.0,161163435754.0
2024-06-12,112403196183.0,160988215084.0
2024-06-13,112392502753.0,161246080009.0
2024-06-14,112360161557.0,161327505934.0
2024-06-15,112438892495.0,161379595381.0
2024-06-16,112404705952.0,161245016086.0
2024-06-17,112469528689.0,161345709381.0
2024-06-18,112434908442.0,161040337459.0
2024-06-19,112429308678.0,161491781266.0
2024-06-20,112422743974.0,161185301211.0
2024-06-21,112727670160.0,161377011927.0
2024-06-22,112768729394.0,161653055315.0
2024-06-23,112745185060.0,161666192724.0
2024-06-24,112712121558.0,161380898194.0
2024-06-25,112837386516.0,161317674191.0
2024-06-26,112675718651.0,161340001815.0
2024-06-27,112501741675.0,161378331478.0
2024-06-28,112456905562.0,161417467943.0
2024-06-29,112511901163.0,161034491106.0
2024-06-30,112633305704.0,161033737535.0
2024-07-01,112644085827.0,160909446082.0
2024-07-02,112528906376.0,161114578679.0
2024-07-03,112414097319.0,160886649376.0
2024-07-04,112321847819.0,160945574651.0
2024-07-05,112468091106.0,161264371237.0
2024-07-06,112245912309.0,161626920236.0
2024-07-07,112181849713.0,161696676813.0
2024-07-08,112192511744.0,161862806801.0
2024-07-09,112141060909.0,161723441823.0
2024-07-10,112268563180.0,162000419722.0
2024-07-11,112364578514.0,162342562908.0
2024-07-12,112371024626.0,162404414775.0
2024-07-13,112527287879.0,162103442730.0
2024-07-14,112469048012.0,162376826194.0
2024-07-15,112651587060.0,162781154483.0
2024-07-16,112977167082.0,162852043419.0
2024-07-17,113216677692.0,163158933192.0
2024-07-18,113605223018.0,163331301442.0
2024-07-19,113678352175.0,163315585078.0
2024-07-20,114201306550.0,164260697154.0
2024-07-21,114015056195.0,164399912959.0
2024-07-22,114180894195.0,164246180250.0
2024-07-23,114307338921.0,164356655730.0
2024-07-24,114433699332.0,164570491884.0
2024-07-25,114424345507.0,164382913215.0
2024-07-26,114315607314.0,164058364322.0
2024-07-27,114325513751.0,164150039878.0
2024-07-28,114459557936.0,164318496821.0
2024-07-29,114459214526.0,164303456681.0
2024-07-30,114513725531.0,163941503121.0
2024-07-31,114518259273.0,164019649068.0
2024-08-01,114662166761.0,163808346660.0
2024-08-02,114667956088.0,163390255867.0
2024-08-03,114709383647.0,163474678540.0
2024-08-04,114694368645.0,163548158500.0
2024-08-05,114694368645.0,163689083601.0
2024-08-06,114572011258.0,163777078895.0
2024-08-07,114556867042.0,164241880592.0
2024-08-08,115656673750.0,165871932613.0
2024-08-09,115532191788.0,165486551604.0
2024-08-10,115574281399.0,165838375024.0
2024-08-11,115445826851.0,165437029606.0
2024-08-12,115756322080.0,165859190207.0
2024-08-13,115889054746.0,166098699507.0
2024-08-14,116129081961.0,166421347493.0
2024-08-15,116650846694.0,167244427627.0
2024-08-16,116699423797.0,167447171542.0
2024-08-17,116833969260.0,168044316471.0
2024-08-18,116887299260.0,168134484142.0
2024-08-19,116888957760.0,168171051075.0
2024-08-20,116995756969.0,167987522233.0
2024-08-21,117262503316.0,168412466296.0
2024-08-22,117371515154.0,168813041137.0
2024-08-23,117648169338.0,168806871779.0
2024-08-24,117627722034.0,169566560339.0
2024-08-25,117960181426.0,169776942006.0
2024-08-26,117826540080.0,169747475192.0
2024-08-27,117910201291.0,169485367148.0
2024-08-28,118055107985.0,169554044152.0
2024-08-29,118071957569.0,169774961462.0
2024-08-30,118195672005.0,169851999221.0
2024-08-31,118210924869.0,169753059141.0
2024-09-01,118025215506.0,169594314910.0
2024-09-02,118329335994.0,169919008358.0
2024-09-03,118081163534.0,169782566281.0
2024-09-04,118120984280.0,169408305908.0
2024-09-05,118128267807.0,169866143463.0
2024-09-06,118099392311.0,169561305854.0
2024-09-07,118133075576.0,169518250451.0
2024-09-08,118094548512.0,169630282261.0
2024-09-09,118177509123.0,169611744607.0
2024-09-10,118539409927.0,170415231384.0
2024-09-11,118433539059.0,170282247753.0
2024-09-12,118416549802.0,170159855383.0
2024-09-13,118373416045.0,169930987409.0
2024-09-14,118608616138.0,170682481182.0
2024-09-15,119047660344.0,171362710281.0
2024-09-16,118931099377.0,171001785120.0
2024-09-17,118689782497.0,170632612917.0
2024-09-18,118972104600.0,171278297899.0
2024-09-19,118896720603.0,171257832134.0
2024-09-20,118997000159.0,171530694078.0
2024-09-21,119161364466.0,172085129872.0
2024-09-22,119276518054.0,172327039417.0
2024-09-23,119157360693.0,172376284252.0
2024-09-24,119209005948.0,172271934690.0
2024-09-25,119190344327.0,172157967263.0
2024-09-26,119274429856.0,172382725906.0
2024-09-27,119347429356.0,172828104188.0
2024-09-28,119381689597.0,172719399643.0
2024-09-29,119406925003.0,172735679543.0
2024-09-30,119462461852.0,172572291972.0
2024-10-01,119594589074.0,171932700854.0
2024-10-02,119650346135.0,172336339972.0
2024-10-03,119633735737.0,172458683339.0
2024-10-04,119613458484.0,172325935794.0
2024-10-05,119613173396.0,172356852116.0
2024-10-06,120029038935.0,173144715927.0
2024-10-07,119268972945.0,171912863086.0
2024-10-08,119800509802.0,172513590311.0
2024-10-09,119733298919.0,172587214098.0
2024-10-10,119728449348.0,172623656647.0
2024-10-11,119678684469.0,172242036736.0
2024-10-12,119713343886.0,172612094404.0
2024-10-13,119731227066.0,172822710020.0
2024-10-14,119970689520.0,173125867346.0
2024-10-15,119759196663.0,172623612087.0
2024-10-16,119729083804.0,172796652908.0
2024-10-17,119849731302.0,172360083804.0
2024-10-18,119987498938.0,172330176326.0
2024-10-19,120061403581.0,172623856360.0
2024-10-20,120029907529.0,172640451930.0
2024-10-21,119892595237.0,172536758616.0
2024-10-22,120113836282.0,172718248118.0
2024-10-23,120080509533.0,172574025226.0
2024-10-24,120108145288.0,172070611347.0
2024-10-25,119682255894.0,171439500876.0
2024-10-26,120083115641.0,172314430558.0
2024-10-27,120157096379.0,172453062613.0
2024-10-28,120439762853.0,172872210113.0
2024-10-29,119942921071.0,172104678109.0
2024-10-30,120436072197.0,172709722095.0
2024-10-31,120421539375.0,173104784281.0
2024-11-01,120343914501.0,172403951169.0
2024-11-02,120512798318.0,172861015508.0
2024-11-03,120349357582.0,172929757265.0
2024-11-04,120534696883.0,173361405801.0
2024-11-05,120625494594.0,173725271305.0
2024-11-06,120624809985.0,173683424856.0
2024-11-07,121715931940.0,175945702793.0
2024-11-08,122159677788.0,176694110072.0
2024-11-09,123092672428.0,178109020494.0
2024-11-10,123358597847.0,177868737296.0
2024-11-11,124088086130.0,179053995689.0
2024-11-12,124397201722.0,178793230137.0
2024-11-13,125748139313.0,179392370914.0
2024-11-14,126954639103.0,180810210909.0
2024-11-15,127796508638.0,182150957998.0
2024-11-16,127748815871.0,182413319420.0
2024-11-17,127768384715.0,182849339391.0
2024-11-18,127923523973.0,182959862386.0
2024-11-19,128639369370.0,183871386961.0
2024-11-20,129260594783.0,184656319727.0
2024-11-21,130635888006.0,186498081341.0
2024-11-22,131330250660.0,187713838721.0
2024-11-23,132471840504.0,189418705509.0
2024-11-24,133057084002.0,190666750072.0
2024-11-25,133077645696.0,190567428645.0
2024-11-26,132742165686.0,189521963098.0
2024-11-27,132846349483.93,189555307023.06027
